Breeding Pool,Breeding Pool,Flooded Strand,Flooded Strand,Forest,Forest,Gavony Township,Ghost Quarter,Misty Rainforest,Misty Rainforest,Misty Rainforest,Misty Rainforest,Plains,Stirring Wildwood,Temple Garden,Temple Garden,Temple Garden,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Birds of Paradise,Birds of Paradise,Birds of Paradise,Birds of Paradise,Eternal Witness,Geist of Saint Traft,Geist of Saint Traft,Knight of the Reliquary,Knight of the Reliquary,Knight of the Reliquary,Knight of the Reliquary,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Qasali Pridemage,Reflector Mage,Reflector Mage,Reflector Mage,Scavenging Ooze,Scavenging Ooze,Selfless Spirit,Spell Queller,Spell Queller,Spell Queller,Spell Queller,"Thalia, Heretic Cathar","Thalia, Heretic Cathar",Voice of Resurgence,Voice of Resurgence,Voice of Resurgence,Voice of Resurgence,Collected Company,Collected Company,Collected Company,Collected Company,Path to Exile,Path to Exile,Path to Exile
Blinkmoth Nexus,Blinkmoth Nexus,Blinkmoth Nexus,Blinkmoth Nexus,Eldrazi Temple,Eldrazi Temple,Eldrazi Temple,Eldrazi Temple,Gemstone Caverns,Gemstone Caverns,Gemstone Caverns,Ghost Quarter,Ghost Quarter,Ghost Quarter,Ghost Quarter,Mutavault,Mutavault,Scavenger Grounds,Scavenger Grounds,Sea Gate Wreckage,Sea Gate Wreckage,Wastes,Wastes,Eldrazi Mimic,Eldrazi Mimic,Eldrazi Mimic,Eldrazi Mimic,Eternal Scourge,Eternal Scourge,Eternal Scourge,Eternal Scourge,Matter Reshaper,Matter Reshaper,Matter Reshaper,Matter Reshaper,Reality Smasher,Reality Smasher,Reality Smasher,Reality Smasher,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Thought-Knot Seer,Thought-Knot Seer,Thought-Knot Seer,Thought-Knot Seer,Dismember,Dismember,Dismember,Dismember,Chalice of the Void,Chalice of the Void,Chalice of the Void,Chalice of the Void,Serum Powder,Serum Powder,Serum Powder,Serum Powder,Smuggler\'s Copter
Dryad Arbor,Forest,Horizon Canopy,Horizon Canopy,Horizon Canopy,Horizon Canopy,Plains,Razorverge Thicket,Razorverge Thicket,Razorverge Thicket,Razorverge Thicket,Temple Garden,Temple Garden,Verdant Catacombs,Verdant Catacombs,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Wooded Foothills,Gladecover Scout,Gladecover Scout,Gladecover Scout,Gladecover Scout,Kor Spiritdancer,Kor Spiritdancer,Kor Spiritdancer,Kor Spiritdancer,Slippery Bogle,Slippery Bogle,Slippery Bogle,Slippery Bogle,Path to Exile,Path to Exile,Daybreak Coronet,Daybreak Coronet,Daybreak Coronet,Daybreak Coronet,Ethereal Armor,Ethereal Armor,Ethereal Armor,Ethereal Armor,Gryff\'s Boon,Hyena Umbra,Hyena Umbra,Keen Sense,Leyline of Sanctity,Leyline of Sanctity,Leyline of Sanctity,Rancor,Rancor,Rancor,Rancor,Spider Umbra,Spider Umbra,Spider Umbra,Spider Umbra,Spirit Mantle,Unflinching Courage,Unflinching Courage
Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Bloodstained Mire,Blooming Marsh,Blooming Marsh,Copperline Gorge,Forest,Overgrown Tomb,Stomping Ground,Swamp,Swamp,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Wooded Foothills,Wooded Foothills,Deadshot Minotaur,Deadshot Minotaur,Deadshot Minotaur,Deadshot Minotaur,Desert Cerodon,Desert Cerodon,Desert Cerodon,Fulminator Mage,Fulminator Mage,Monstrous Carabid,Monstrous Carabid,Monstrous Carabid,Monstrous Carabid,Pale Recluse,Shriekmaw,Shriekmaw,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Street Wraith,Street Wraith,Street Wraith,Street Wraith,Twisted Abomination,Beast Within,Beast Within,Beast Within,Demonic Dread,Demonic Dread,Demonic Dread,Kari Zev\'s Expertise,Living End,Living End,Living End,Violent Outburst,Violent Outburst,Violent Outburst,Violent Outburst,Blood Moon,Blood Moon,Blood Moon
Forest,Forest,Forest,Forest,Forest,Forest,Forest,Kessig Wolf Run,Misty Rainforest,Mountain,Stomping Ground,Stomping Ground,Stomping Ground,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Wooded Foothills,Wooded Foothills,Wooded Foothills,Wooded Foothills,Arbor Elf,Arbor Elf,Arbor Elf,Arbor Elf,Birds of Paradise,Birds of Paradise,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Courser of Kruphix,Inferno Titan,Inferno Titan,Inferno Titan,Pia and Kiran Nalaar,Pia and Kiran Nalaar,Tireless Tracker,Tireless Tracker,Tireless Tracker,Tireless Tracker,Lightning Bolt,Lightning Bolt,Molten Rain,Molten Rain,Molten Rain,Stone Rain,Stone Rain,Stone Rain,Stone Rain,Blood Moon,Blood Moon,Blood Moon,Blood Moon,"Chandra, Torch of Defiance","Nissa, Voice of Zendikar",Utopia Sprawl,Utopia Sprawl,Utopia Sprawl,Utopia Sprawl
Botanical Sanctum,Botanical Sanctum,Breeding Pool,Field of Ruin,Flooded Strand,Flooded Strand,Forest,Forest,Gavony Township,Ghost Quarter,Hallowed Fountain,Horizon Canopy,Island,Misty Rainforest,Misty Rainforest,Misty Rainforest,Misty Rainforest,Plains,Temple Garden,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Birds of Paradise,Birds of Paradise,Birds of Paradise,Birds of Paradise,Knight of the Reliquary,Knight of the Reliquary,Knight of the Reliquary,Knight of the Reliquary,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Qasali Pridemage,Qasali Pridemage,Scavenging Ooze,Scavenging Ooze,Spell Queller,Spell Queller,Spell Queller,Spell Queller,Tireless Tracker,Tireless Tracker,Vendilion Clique,Voice of Resurgence,Voice of Resurgence,Voice of Resurgence,Voice of Resurgence,Collected Company,Collected Company,Collected Company,Collected Company,Path to Exile,Path to Exile,Path to Exile,Path to Exile,"Jace, the Mind Sculptor","Jace, the Mind Sculptor"
Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Forest,Mountain,Overgrown Tomb,Overgrown Tomb,Stomping Ground,Swamp,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Wooded Foothills,Wooded Foothills,Wooded Foothills,Wooded Foothills,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Death\'s Shadow,Death\'s Shadow,Death\'s Shadow,Death\'s Shadow,Grim Flayer,Grim Flayer,Street Wraith,Street Wraith,Street Wraith,Street Wraith,Tarmogoyf,Tarmogoyf,Tarmogoyf,Tarmogoyf,Dreadbore,Dreadbore,Fatal Push,Fatal Push,Kolaghan\'s Command,Kolaghan\'s Command,Kolaghan\'s Command,Lightning Bolt,Lightning Bolt,Tarfire,Thoughtseize,Thoughtseize,Thoughtseize,Thoughtseize,Traverse the Ulvenwald,Traverse the Ulvenwald,Traverse the Ulvenwald,Traverse the Ulvenwald,Mishra\'s Bauble,Mishra\'s Bauble,Mishra\'s Bauble,Mishra\'s Bauble,Seal of Fire
Desolate Lighthouse,Desolate Lighthouse,Flooded Strand,Flooded Strand,Flooded Strand,Flooded Strand,Island,Island,Island,Island,Island,Island,Island,Island,Mountain,Scalding Tarn,Scalding Tarn,Scalding Tarn,Scalding Tarn,Steam Vents,Steam Vents,Sulfur Falls,Sulfur Falls,Platinum Emperion,Platinum Emperion,Snapcaster Mage,Snapcaster Mage,Snapcaster Mage,Snapcaster Mage,Vendilion Clique,Young Pyromancer,Abrade,Cryptic Command,Cryptic Command,Cryptic Command,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Madcap Experiment,Madcap Experiment,Madcap Experiment,Madcap Experiment,Opt,Opt,Opt,Opt,Remand,Remand,Remand,Remand,Serum Visions,Serum Visions,Serum Visions,Serum Visions,Spell Snare,Spell Snare,Blood Moon,Blood Moon,Blood Moon
Aether Hub,Aether Hub,Buried Ruin,Buried Ruin,Buried Ruin,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Forest,Forest,Grove of the Burnwillows,Grove of the Burnwillows,Grove of the Burnwillows,Grove of the Burnwillows,Inventors\' Fair,Inventors\' Fair,Inventors\' Fair,Myr Retriever,Myr Retriever,Scrap Trawler,Scrap Trawler,Scrap Trawler,Scrap Trawler,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Chromatic Sphere,Chromatic Sphere,Chromatic Sphere,Chromatic Star,Chromatic Star,Chromatic Star,Chromatic Star,Engineered Explosives,Engineered Explosives,Engineered Explosives,Ichor Wellspring,Ichor Wellspring,Ichor Wellspring,Ichor Wellspring,Krark-Clan Ironworks,Krark-Clan Ironworks,Krark-Clan Ironworks,Krark-Clan Ironworks,Mind Stone,Mind Stone,Mind Stone,Mind Stone,Mox Opal,Mox Opal,Mox Opal,Mox Opal,Pyrite Spellbomb,Pyrite Spellbomb,Terrarion,Terrarion,Terrarion,Terrarion
Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Marsh Flats,Marsh Flats,Marsh Flats,Marsh Flats,Mountain,Mountain,Sacred Foundry,Swamp,Swamp,Bedlam Reveler,Bedlam Reveler,Bedlam Reveler,Bedlam Reveler,Young Pyromancer,Young Pyromancer,Young Pyromancer,Young Pyromancer,Collective Brutality,Collective Brutality,Dreadbore,Faithless Looting,Faithless Looting,Faithless Looting,Faithless Looting,Fatal Push,Fatal Push,Forked Bolt,Forked Bolt,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Kolaghan\'s Command,Kolaghan\'s Command,Kolaghan\'s Command,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lingering Souls,Lingering Souls,Lingering Souls,Lingering Souls,Terminate,Terminate,Thoughtseize,Thoughtseize,Thoughtseize,Blood Moon,Blood Moon
Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Forest,Mountain,Overgrown Tomb,Overgrown Tomb,Raging Ravine,Raging Ravine,Raging Ravine,Stomping Ground,Swamp,Swamp,Treetop Village,Treetop Village,Twilight Mire,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Wooded Foothills,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Dark Confidant,Dark Confidant,Dark Confidant,Dark Confidant,Grim Lavamancer,Scavenging Ooze,Scavenging Ooze,Scavenging Ooze,Tarmogoyf,Tarmogoyf,Tarmogoyf,Tarmogoyf,Fatal Push,Fatal Push,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Kolaghan\'s Command,Kolaghan\'s Command,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Terminate,Terminate,Thoughtseize,Thoughtseize,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil
Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Mountain,Mountain,Mountain,Scalding Tarn,Stomping Ground,Swamp,Wooded Foothills,Wooded Foothills,Wooded Foothills,Bloodghast,Bloodghast,Bloodghast,Bloodghast,Flameblade Adept,Flameblade Adept,Flameblade Adept,Flameblade Adept,Flamewake Phoenix,Flamewake Phoenix,Flamewake Phoenix,Flamewake Phoenix,Gurmag Angler,Gurmag Angler,Gurmag Angler,Hollow One,Hollow One,Hollow One,Hollow One,Street Wraith,Street Wraith,Street Wraith,Street Wraith,"Tasigur, the Golden Fang",Burning Inquiry,Burning Inquiry,Burning Inquiry,Burning Inquiry,Collective Brutality,Collective Brutality,Faithless Looting,Faithless Looting,Faithless Looting,Faithless Looting,Goblin Lore,Goblin Lore,Goblin Lore,Goblin Lore,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt
Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Breeding Pool,Overgrown Tomb,Overgrown Tomb,Polluted Delta,Polluted Delta,Polluted Delta,Polluted Delta,Stomping Ground,Swamp,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Watery Grave,Death\'s Shadow,Death\'s Shadow,Death\'s Shadow,Death\'s Shadow,Grim Flayer,Snapcaster Mage,Street Wraith,Street Wraith,Street Wraith,Street Wraith,Tarmogoyf,Tarmogoyf,Tarmogoyf,Tarmogoyf,Abrupt Decay,Abrupt Decay,Dismember,Fatal Push,Fatal Push,Fatal Push,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Stubborn Denial,Stubborn Denial,Stubborn Denial,Temur Battle Rage,Temur Battle Rage,Thoughtseize,Thoughtseize,Thoughtseize,Thoughtseize,Traverse the Ulvenwald,Traverse the Ulvenwald,Traverse the Ulvenwald,Liliana of the Veil,Liliana of the Veil,Mishra\'s Bauble,Mishra\'s Bauble,Mishra\'s Bauble,Mishra\'s Bauble
Aether Hub,Boros Garrison,Botanical Sanctum,Cavern of Souls,Forest,Forest,Gemstone Mine,Gemstone Mine,Gemstone Mine,Gemstone Mine,Gruul Turf,Gruul Turf,Khalni Garden,Radiant Fountain,Selesnya Sanctuary,Selesnya Sanctuary,Simic Growth Chamber,Simic Growth Chamber,Simic Growth Chamber,Simic Growth Chamber,Slayers\' Stronghold,"Sunhome, Fortress of the Legion",Temple of Mystery,Tolaria West,Tolaria West,Tolaria West,Vesuva,"Azusa, Lost but Seeking","Azusa, Lost but Seeking",Courser of Kruphix,Courser of Kruphix,Primeval Titan,Primeval Titan,Primeval Titan,Primeval Titan,Sakura-Tribe Scout,Sakura-Tribe Scout,Sakura-Tribe Scout,Sakura-Tribe Scout,Tireless Tracker,Tireless Tracker,Walking Ballista,Explore,Explore,Explore,Explore,Pact of Negation,Serum Visions,Serum Visions,Serum Visions,Serum Visions,Summoner\'s Pact,Summoner\'s Pact,Summoner\'s Pact,Summoner\'s Pact,Amulet of Vigor,Amulet of Vigor,Amulet of Vigor,Amulet of Vigor,Engineered Explosives
Bojuka Bog,Field of Ruin,Field of Ruin,Forest,Godless Shrine,Horizon Canopy,Horizon Canopy,Marsh Flats,Marsh Flats,Marsh Flats,Mosswort Bridge,Overgrown Tomb,Plains,Plains,Swamp,Temple Garden,Verdant Catacombs,Verdant Catacombs,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Eternal Witness,Eternal Witness,Eternal Witness,Fiend Hunter,Fiend Hunter,Flickerwisp,Flickerwisp,Flickerwisp,Flickerwisp,Knight of the Reliquary,Knight of the Reliquary,Knight of the Reliquary,Knight of the Reliquary,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Scavenging Ooze,Scavenging Ooze,Scavenging Ooze,Selfless Spirit,Selfless Spirit,Tidehollow Sculler,Tidehollow Sculler,Tidehollow Sculler,Tidehollow Sculler,Wasteland Strangler,Wasteland Strangler,Wasteland Strangler,Wasteland Strangler,Collected Company,Collected Company,Collected Company,Collected Company,Aether Vial,Aether Vial,Aether Vial,Aether Vial
Forest,Forest,Forest,Forest,Forest,Forest,Forest,Kessig Wolf Run,Misty Rainforest,Mountain,Stomping Ground,Stomping Ground,Stomping Ground,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Wooded Foothills,Wooded Foothills,Wooded Foothills,Wooded Foothills,Arbor Elf,Arbor Elf,Arbor Elf,Arbor Elf,Birds of Paradise,Birds of Paradise,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Courser of Kruphix,Inferno Titan,Inferno Titan,Inferno Titan,Pia and Kiran Nalaar,Pia and Kiran Nalaar,Tireless Tracker,Tireless Tracker,Tireless Tracker,Tireless Tracker,Lightning Bolt,Lightning Bolt,Molten Rain,Molten Rain,Molten Rain,Stone Rain,Stone Rain,Stone Rain,Stone Rain,Blood Moon,Blood Moon,Blood Moon,Blood Moon,"Chandra, Torch of Defiance","Nissa, Voice of Zendikar",Utopia Sprawl,Utopia Sprawl,Utopia Sprawl,Utopia Sprawl
Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Forest,Overgrown Tomb,Overgrown Tomb,Raging Ravine,Raging Ravine,Stomping Ground,Swamp,Swamp,Treetop Village,Treetop Village,Treetop Village,Twilight Mire,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Wooded Foothills,Wooded Foothills,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Dark Confidant,Dark Confidant,Dark Confidant,Dark Confidant,Scavenging Ooze,Scavenging Ooze,Tarmogoyf,Tarmogoyf,Tarmogoyf,Tarmogoyf,Abrupt Decay,Abrupt Decay,Fatal Push,Fatal Push,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Kolaghan\'s Command,Lightning Bolt,Lightning Bolt,Lightning Bolt,Maelstrom Pulse,Maelstrom Pulse,Thoughtseize,Thoughtseize,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil,"Liliana, the Last Hope"
Ancient Ziggurat,Ancient Ziggurat,Ancient Ziggurat,Ancient Ziggurat,Cavern of Souls,Cavern of Souls,Cavern of Souls,Cavern of Souls,Horizon Canopy,Horizon Canopy,Horizon Canopy,Horizon Canopy,Plains,Seachrome Coast,Seachrome Coast,Unclaimed Territory,Unclaimed Territory,Unclaimed Territory,Unclaimed Territory,Champion of the Parish,Champion of the Parish,Champion of the Parish,Champion of the Parish,Dark Confidant,Kessig Malcontents,Kitesail Freebooter,Kitesail Freebooter,Kitesail Freebooter,Kitesail Freebooter,Mantis Rider,Mantis Rider,Mantis Rider,Mantis Rider,Meddling Mage,Meddling Mage,Meddling Mage,Meddling Mage,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Phantasmal Image,Phantasmal Image,Phantasmal Image,Reflector Mage,Reflector Mage,Reflector Mage,Reflector Mage,Thalia\'s Lieutenant,Thalia\'s Lieutenant,Thalia\'s Lieutenant,Thalia\'s Lieutenant,"Thalia, Guardian of Thraben","Thalia, Guardian of Thraben","Thalia, Guardian of Thraben",Xathrid Necromancer,Aether Vial,Aether Vial,Aether Vial,Aether Vial
Arid Mesa,Arid Mesa,Arid Mesa,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Inspiring Vantage,Inspiring Vantage,Inspiring Vantage,Inspiring Vantage,Mountain,Mountain,Sacred Foundry,Sacred Foundry,Stomping Ground,Wooded Foothills,Wooded Foothills,Wooded Foothills,Wooded Foothills,Eidolon of the Great Revel,Eidolon of the Great Revel,Eidolon of the Great Revel,Eidolon of the Great Revel,Goblin Guide,Goblin Guide,Goblin Guide,Goblin Guide,Grim Lavamancer,Grim Lavamancer,Monastery Swiftspear,Monastery Swiftspear,Monastery Swiftspear,Monastery Swiftspear,Boros Charm,Boros Charm,Boros Charm,Boros Charm,Lava Spike,Lava Spike,Lava Spike,Lava Spike,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Helix,Lightning Helix,Lightning Helix,Lightning Helix,Rift Bolt,Rift Bolt,Rift Bolt,Rift Bolt,Searing Blaze,Searing Blaze,Searing Blaze,Shard Volley,Skullcrack,Skullcrack,Skullcrack
Cavern of Souls,Cavern of Souls,Cavern of Souls,Eldrazi Temple,Eldrazi Temple,Eldrazi Temple,Eldrazi Temple,Forest,Forest,Forest,Grove of the Burnwillows,Grove of the Burnwillows,Grove of the Burnwillows,Grove of the Burnwillows,Karplusan Forest,Karplusan Forest,Karplusan Forest,Karplusan Forest,Mountain,Stomping Ground,Wooded Foothills,Wooded Foothills,Birds of Paradise,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Eldrazi Obligator,Eldrazi Obligator,Eldrazi Obligator,Eldrazi Obligator,Matter Reshaper,Matter Reshaper,Matter Reshaper,Matter Reshaper,Noble Hierarch,Noble Hierarch,Noble Hierarch,Reality Smasher,Reality Smasher,Reality Smasher,Reality Smasher,Scavenging Ooze,Scavenging Ooze,Thought-Knot Seer,Thought-Knot Seer,Thought-Knot Seer,Thought-Knot Seer,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Dismember,Dismember,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Mind Stone,Mind Stone
Blood Crypt,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Copperline Gorge,Copperline Gorge,Copperline Gorge,Dakmor Salvage,Dakmor Salvage,Mountain,Scalding Tarn,Sheltered Thicket,Steam Vents,Stomping Ground,Stomping Ground,Wooded Foothills,Wooded Foothills,Wooded Foothills,Bloodghast,Bloodghast,Bloodghast,Bloodghast,Golgari Thug,Golgari Thug,Golgari Thug,Haunted Dead,Narcomoeba,Narcomoeba,Narcomoeba,Narcomoeba,Prized Amalgam,Prized Amalgam,Prized Amalgam,Prized Amalgam,Stinkweed Imp,Stinkweed Imp,Stinkweed Imp,Stinkweed Imp,Cathartic Reunion,Cathartic Reunion,Cathartic Reunion,Cathartic Reunion,Conflagrate,Conflagrate,Conflagrate,Dark Deal,Dark Deal,Darkblast,Darkblast,Faithless Looting,Faithless Looting,Faithless Looting,Faithless Looting,Life from the Loam,Life from the Loam,Life from the Loam,Lightning Axe,Lightning Axe
Ancient Ziggurat,Ancient Ziggurat,Ancient Ziggurat,Ancient Ziggurat,Cavern of Souls,Cavern of Souls,Cavern of Souls,Cavern of Souls,Horizon Canopy,Horizon Canopy,Horizon Canopy,Horizon Canopy,Plains,Seachrome Coast,Seachrome Coast,Unclaimed Territory,Unclaimed Territory,Unclaimed Territory,Unclaimed Territory,Champion of the Parish,Champion of the Parish,Champion of the Parish,Champion of the Parish,Dark Confidant,Dire Fleet Daredevil,Kitesail Freebooter,Kitesail Freebooter,Kitesail Freebooter,Kitesail Freebooter,Mantis Rider,Mantis Rider,Mantis Rider,Mantis Rider,Meddling Mage,Meddling Mage,Meddling Mage,Meddling Mage,Mirran Crusader,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Phantasmal Image,Phantasmal Image,Phantasmal Image,Reflector Mage,Reflector Mage,Reflector Mage,Reflector Mage,Thalia\'s Lieutenant,Thalia\'s Lieutenant,Thalia\'s Lieutenant,Thalia\'s Lieutenant,"Thalia, Guardian of Thraben","Thalia, Guardian of Thraben","Thalia, Guardian of Thraben",Aether Vial,Aether Vial,Aether Vial,Aether Vial
Concealed Courtyard,Concealed Courtyard,Fetid Heath,Field of Ruin,Godless Shrine,Godless Shrine,Godless Shrine,Marsh Flats,Marsh Flats,Marsh Flats,Marsh Flats,Plains,Plains,Plains,Shambling Vent,Shambling Vent,Shambling Vent,Shambling Vent,Swamp,Swamp,Swamp,Tectonic Edge,Tectonic Edge,Tectonic Edge,Baneslayer Angel,Collective Brutality,Damnation,Damnation,Dark Petition,Fatal Push,Fatal Push,Fatal Push,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Lingering Souls,Lingering Souls,Lingering Souls,Lingering Souls,Night\'s Whisper,Night\'s Whisper,Night\'s Whisper,Path to Exile,Path to Exile,Thoughtseize,Thoughtseize,Thoughtseize,Wrath of God,Gideon Jura,Gideon of the Trials,Gideon of the Trials,"Gideon, Ally of Zendikar","Gideon, Ally of Zendikar",Leyline of Sanctity,Leyline of Sanctity,Leyline of Sanctity,Leyline of Sanctity,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil
Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Mountain,Mountain,Mountain,Scalding Tarn,Stomping Ground,Swamp,Wooded Foothills,Wooded Foothills,Wooded Foothills,Bloodghast,Bloodghast,Bloodghast,Bloodghast,Flameblade Adept,Flameblade Adept,Flameblade Adept,Flameblade Adept,Flamewake Phoenix,Flamewake Phoenix,Flamewake Phoenix,Flamewake Phoenix,Gurmag Angler,Gurmag Angler,Gurmag Angler,Hollow One,Hollow One,Hollow One,Hollow One,Street Wraith,Street Wraith,Street Wraith,Street Wraith,"Tasigur, the Golden Fang",Burning Inquiry,Burning Inquiry,Burning Inquiry,Burning Inquiry,Collective Brutality,Collective Brutality,Faithless Looting,Faithless Looting,Faithless Looting,Faithless Looting,Goblin Lore,Goblin Lore,Goblin Lore,Goblin Lore,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt
Flooded Strand,Flooded Strand,Flooded Strand,Gemstone Caverns,Gemstone Caverns,Plains,Plains,Plains,Plains,Plains,Plains,Plains,Plains,Plains,Plains,Rugged Prairie,Sacred Foundry,Sacred Foundry,Temple of Triumph,Temple of Triumph,Temple of Triumph,Temple of Triumph,Windswept Heath,Windswept Heath,"Emrakul, the Aeons Torn",Magus of the Moon,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Abrade,Anger of the Gods,Blessed Alliance,Blessed Alliance,Day of Judgment,Lightning Helix,Lightning Helix,Sweltering Suns,Wrath of God,Wrath of God,Batterskull,Blood Moon,Blood Moon,Blood Moon,Blood Moon,Cast Out,Chalice of the Void,Chalice of the Void,Chalice of the Void,Chalice of the Void,"Chandra, Torch of Defiance","Chandra, Torch of Defiance",Gideon of the Trials,Gideon of the Trials,Journey to Nowhere,"Nahiri, the Harbinger","Nahiri, the Harbinger","Nahiri, the Harbinger","Nahiri, the Harbinger",Oblivion Ring
Forest,Forest,Forest,Forest,Forest,Forest,Forest,Kessig Wolf Run,Misty Rainforest,Misty Rainforest,Mountain,Stomping Ground,Stomping Ground,Stomping Ground,Windswept Heath,Windswept Heath,Windswept Heath,Wooded Foothills,Wooded Foothills,Wooded Foothills,Wooded Foothills,Arbor Elf,Arbor Elf,Arbor Elf,Arbor Elf,Birds of Paradise,Birds of Paradise,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Courser of Kruphix,Inferno Titan,Inferno Titan,Inferno Titan,Pia and Kiran Nalaar,Pia and Kiran Nalaar,Tireless Tracker,Tireless Tracker,Tireless Tracker,Tireless Tracker,Lightning Bolt,Lightning Bolt,Molten Rain,Molten Rain,Molten Rain,Stone Rain,Stone Rain,Stone Rain,Stone Rain,Blood Moon,Blood Moon,Blood Moon,Blood Moon,"Chandra, Torch of Defiance","Nissa, Voice of Zendikar",Utopia Sprawl,Utopia Sprawl,Utopia Sprawl,Utopia Sprawl
